sch,sch_dep,sch_par,sid,story_dep,story_par,text
7	the	the	_	DT	_	8	det	_	_
8	door	door	_	NN	_	6	dobj	_	_
9	of	of	_	IN	_	11	case	_	_
10	the	the	_	DT	_	11	det	_	_
11	oven	oven	_	NN	_	8	nmod	_	_
12	.	.	_	.	_	6	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	fire	fire	_	NN	_	3	nsubj	_	_
3	ascended	ascend	_	VBD	_	0	root	_	_
4	to	to	_	TO	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	ceiling	ceiling	_	NN	_	3	nmod	_	_
7	of	of	_	IN	_	9	case	_	_
8	the	the	_	DT	_	9	det	_	_
9	house	house	_	NN	_	6	nmod	_	_
10	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	oven	oven	_	NN	_	3	nsubj	_	_
3	began	begin	_	VBD	_	0	root	_	_
4	to	to	_	TO	_	6	mark	_	_
5	be	be	_	VB	_	6	auxpass	_	_
6	broken	break	_	VBN	_	3	xcomp	_	_
7	,	,	_	,	_	3	punct	_	_
8	and	and	_	CC	_	3	cc	_	_
9	the	the	_	DT	_	11	det	_	_
10	fire	fire	_	NN	_	11	compound	_	_
11	extinguisher	extinguisher	_	NN	_	12	nsubj	_	_
12	eliminated	eliminate	_	VBD	_	3	conj	_	_
13	the	the	_	DT	_	14	det	_	_
14	fire	fire	_	NN	_	12	dobj	_	_
15	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	fire	fire	_	NN	_	5	nsubj	_	_
3	did	do	_	VBD	_	5	aux	_	_
4	n't	not	_	RB	_	5	neg	_	_
5	damage	damage	_	VB	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	group	group	_	NN	_	5	dobj	_	_
8	of	of	_	IN	_	9	case	_	_
9	things	thing	_	NNS	_	7	nmod	_	_
10	of	of	_	IN	_	12	case	_	_
11	the	the	_	DT	_	12	det	_	_
12	house	house	_	NN	_	9	nmod	_	_
13	.	.	_	.	_	5	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	house	house	_	NN	_	3	nsubj	_	_
3	aired	air	_	VBD	_	0	root	_	_
4	,	,	_	,	_	3	punct	_	_
5	and	and	_	CC	_	3	cc	_	_
6	the	the	_	DT	_	7	det	_	_
7	husband	husband	_	NN	_	14	nsubj	_	_
8	of	of	_	IN	_	10	case	_	_
9	the	the	_	DT	_	10	det	_	_
10	narrator	narrator	_	NN	_	7	nmod	_	_
11	and	and	_	CC	_	10	cc	_	_
12	the	the	_	DT	_	13	det	_	_
13	narrator	narrator	_	NN	_	10	conj	_	_
14	cleaned	clean	_	VBD	_	3	conj	_	_
15	the	the	_	DT	_	16	det	_	_
16	house	house	_	NN	_	14	dobj	_	_
17	in	in	_	IN	_	24	mark	_	_
18	order	order	_	NN	_	17	mwe	_	_
19	for	for	_	IN	_	24	mark	_	_
20	the	the	_	DT	_	21	det	_	_
21	house	house	_	NN	_	24	nsubj	_	_
22	to	to	_	TO	_	24	mark	_	_
23	be	be	_	VB	_	24	cop	_	_
24	normal	normal	_	JJ	_	14	advcl	_	_
25	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	husband	husband	_	NN	_	9	nsubj	_	_
3	of	of	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	narrator	narrator	_	NN	_	2	nmod	_	_
6	and	and	_	CC	_	5	cc	_	_
7	the	the	_	DT	_	8	det	_	_
8	narrator	narrator	_	NN	_	5	conj	_	_
9	used	use	_	VBD	_	0	root	_	_
10	some	some	_	DT	_	11	det	_	_
11	griddle	griddle	_	NN	_	9	dobj	_	_
12	and	and	_	CC	_	9	cc	_	_
13	used	use	_	VBD	_	9	conj	_	_
14	a	a	_	DT	_	16	det	_	_
15	toaster	toaster	_	NN	_	16	compound	_	_
16	oven	oven	_	NN	_	13	dobj	_	_
17	.	.	_	.	_	9	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	narrator	narrator	_	NN	_	3	nsubj	_	_
3	ordered	order	_	VBD	_	0	root	_	_
4	a	a	_	DT	_	7	det	_	_
5	new	new	_	JJ	_	7	amod	_	_
6	second	second	_	JJ	_	7	amod	_	_
7	oven	oven	_	NN	_	3	dobj	_	_
8	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	narrator	narrator	_	NN	_	3	nsubj	_	_
3	began	begin	_	VBD	_	0	root	_	_
4	to	to	_	TO	_	6	mark	_	_
5	be	be	_	VB	_	6	auxpass	_	_
6	excited	excite	_	VBN	_	3	xcomp	_	_
7	because	because	_	IN	_	10	mark	_	_
8	she	she	_	PRP	_	10	nsubj	_	_
9	had	have	_	VBD	_	10	aux	_	_
10	ordered	order	_	VBN	_	3	advcl	_	_
11	the	the	_	DT	_	13	det	_	_
12	second	second	_	JJ	_	13	amod	_	_
13	oven	oven	_	NN	_	10	dobj	_	_
14	.	.	_	.	_	3	punct	_	_

","(ROOT (S (NP (DT An) (NN oven)) (VP (VBD broke) (SBAR (IN because) (S (NP (NP (DT the) (NN broiler)) (PP (IN of) (NP (DT the) (NN oven)))) (VP (VBN activated))))) (. .)))
(ROOT (S (NP (DT The) (NN oven)) (VP (VBD scorched) (SBAR (S (NP (NP (DT a) (NN group)) (PP (IN of))) (VP (VP (VBZ treats)) (CC and) (VP (VBD created) (NP (DT some) (NN fire))))))) (. .)))
(ROOT (S (NP (NP (DT The) (NN husband)) (PP (IN of) (NP (NP (DT a) (NN narrator)) (SBAR (WHNP (WP who)) (S (VP (VP (VBD owned) (NP (DT a) (NN house))) (CC and) (VP (VBD owned) (NP (NP (DT the) (NN oven)) (VP (VBN attempted) (PP (IN for) (NP (NP (DT the) (NN husband)) (PP (IN of) (NP (DT the) (NN narrator))))) (S (VP (TO to) (VP (VB retrieve) (NP (NP (DT the) (NN group)) (PP (IN of))))))))))))))) (VP (VP (VBZ treats)) (CC and) (VP (VBD discovered) (SBAR (IN that) (S (NP (DT the) (NN oven)) (VP (VBD had) (VP (VBN created) (NP (DT the) (NN fire)))))))) (. .)))
(ROOT (S (NP (NP (DT The) (NN husband)) (PP (IN of) (NP (DT the) (NN narrator)))) (ADVP (RB unsuccessfully)) (VP (VBD tried) (S (VP (TO to) (VP (VB eliminate) (NP (DT the) (NN fire)))))) (. .)))
(ROOT (S (NP (NP (DT The) (NN husband)) (PP (IN of) (NP (DT the) (NN narrator)))) (ADVP (RB quickly)) (VP (VBD shut) (NP (NP (DT the) (NN door)) (PP (IN of) (NP (DT the) (NN oven)))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB prevent) (NP (DT the) (NN fire) (NN spreading))))))) (. .)))
(ROOT (S (NP (DT The) (NN narrator)) (VP (VBD retrieved) (NP (DT a) (NN fire) (NN extinguisher))) (. .)))
(ROOT (S (NP (NP (DT The) (NN husband)) (PP (IN of) (NP (DT the) (NN narrator)))) (VP (VBD opened) (NP (NP (DT the) (NN door)) (PP (IN of) (NP (DT the) (NN oven))))) (. .)))
(ROOT (S (NP (DT The) (NN fire)) (VP (VBD ascended) (PP (TO to) (NP (NP (DT the) (NN ceiling)) (PP (IN of) (NP (DT the) (NN house)))))) (. .)))
(ROOT (S (S (NP (DT The) (NN oven)) (VP (VBD began) (S (VP (TO to) (VP (VB be) (VP (VBN broken))))))) (, ,) (CC and) (S (NP (DT the) (NN fire) (NN extinguisher)) (VP (VBD eliminated) (NP (DT the) (NN fire)))) (. .)))
(ROOT (S (NP (DT The) (NN fire)) (VP (VBD did) (RB n't) (VP (VB damage) (NP (NP (DT the) (NN group)) (PP (IN of) (NP (NP (NNS things)) (PP (IN of) (NP (DT the) (NN house)))))))) (. .)))
(ROOT (S (S (NP (DT The) (NN house)) (VP (VBD aired))) (, ,) (CC and) (S (NP (NP (DT the) (NN husband)) (PP (IN of) (NP (NP (DT the) (NN narrator)) (CC and) (NP (DT the) (NN narrator))))) (VP (VBD cleaned) (NP (DT the) (NN house)) (PP (IN in) (NP (NN order))) (PP (IN for) (NP (DT the) (NN house) (S (VP (TO to) (VP (VB be) (ADJP (JJ normal))))))))) (. .)))
(ROOT (S (NP (NP (DT The) (NN husband)) (PP (IN of) (NP (NP (DT the) (NN narrator)) (CC and) (NP (DT the) (NN narrator))))) (VP (VP (VBD used) (NP (DT some) (NN griddle))) (CC and) (VP (VBD used) (NP (DT a) (NN toaster) (NN oven)))) (. .)))
(ROOT (S (NP (DT The) (NN narrator)) (VP (VBD ordered) (NP (DT a) (JJ new) (JJ second) (NN oven))) (. .)))
(ROOT (S (NP (DT The) (NN narrator)) (VP (VBD began) (S (VP (TO to) (VP (VB be) (VP (VBN excited) (SBAR (IN because) (S (NP (PRP she)) (VP (VBD had) (VP (VBN ordered) (NP (DT the) (JJ second) (NN oven))))))))))) (. .)))
",blogs-06,"1	Woohoo	Woohoo	_	NNP	_	2	compound	_	_
2	!!	!!	_	NN	_	0	root	_	_

1	So	so	_	RB	_	2	advmod	_	_
2	excited	excite	_	VBN	_	0	root	_	_
3	about	about	_	IN	_	6	case	_	_
4	my	my	_	PRP$	_	6	nmod:poss	_	_
5	new	new	_	JJ	_	6	amod	_	_
6	range	range	_	NN	_	2	nmod	_	_
7	I	I	_	PRP	_	8	nsubj	_	_
8	ordered	order	_	VBD	_	6	acl:relcl	_	_
9	a	a	_	DT	_	11	det	_	_
10	few	few	_	JJ	_	11	amod	_	_
11	days	day	_	NNS	_	12	nmod:npmod	_	_
12	ago	ago	_	RB	_	8	advmod	_	_
13	.	.	_	.	_	2	punct	_	_

1	Seriously	seriously	_	RB	_	6	advmod	_	_
2	,	,	_	,	_	6	punct	_	_
3	I	I	_	PRP	_	6	nsubj	_	_
4	can	can	_	MD	_	6	aux	_	_
5	hardly	hardly	_	RB	_	6	advmod	_	_
6	wait	wait	_	VB	_	0	root	_	_
7	.	.	_	.	_	6	punct	_	_

1	A	a	_	DT	_	2	det	_	_
2	couple	couple	_	NN	_	7	nsubj	_	_
3	of	of	_	IN	_	4	case	_	_
4	weeks	week	_	NNS	_	2	nmod	_	_
5	ago	ago	_	IN	_	7	advmod	_	_
6	we	we	_	PRP	_	7	nsubj	_	_
7	had	have	_	VBD	_	0	root	_	_
8	a	a	_	DT	_	9	det	_	_
9	fire	fire	_	NN	_	7	dobj	_	_
10	in	in	_	IN	_	13	case	_	_
11	our	we	_	PRP$	_	13	nmod:poss	_	_
12	old	old	_	JJ	_	13	amod	_	_
13	oven/range	oven/range	_	NN	_	7	nmod	_	_
14	.	.	_	.	_	7	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	oven	oven	_	NN	_	3	nsubj	_	_
3	malfunctioned	malfunction	_	VBD	_	0	root	_	_
4	...	...	_	:	_	3	punct	_	_
5	it	it	_	PRP	_	7	nsubjpass	_	_
6	was	be	_	VBD	_	7	auxpass	_	_
7	supposed	suppose	_	VBN	_	3	parataxis	_	_
8	to	to	_	TO	_	10	mark	_	_
9	be	be	_	VB	_	10	aux	_	_
10	baking	bake	_	VBG	_	7	xcomp	_	_
11	at	at	_	IN	_	13	case	_	_
12	350	350	_	CD	_	13	nummod	_	_
13	degrees	degree	_	NNS	_	10	nmod	_	_
14	but	but	_	CC	_	10	cc	_	_
15	somehow	somehow	_	RB	_	16	advmod	_	_
16	broiler	broiler	_	NN	_	17	nsubj	_	_
17	came	come	_	VBD	_	10	conj	_	_
18	on	on	_	IN	_	17	nmod	_	_
19	and	and	_	CC	_	17	cc	_	_
20	got	get	_	VBD	_	17	conj	_	_
21	stuck	stuck	_	JJ	_	22	amod	_	_
22	??	??	_	NN	_	20	dobj	_	_

1	...	...	_	:	_	4	punct	_	_
2	my	my	_	PRP$	_	3	nmod:poss	_	_
3	husband	husband	_	NN	_	4	nsubj	_	_
4	went	go	_	VBD	_	0	root	_	_
5	to	to	_	TO	_	6	mark	_	_
6	get	get	_	VB	_	4	xcomp	_	_
7	a	a	_	DT	_	8	det	_	_
8	batch	batch	_	NN	_	6	dobj	_	_
9	of	of	_	IN	_	10	case	_	_
10	cookies	cookie	_	NNS	_	8	nmod	_	_
11	and	and	_	CC	_	4	cc	_	_
12	found	find	_	VBD	_	4	conj	_	_
13	them	they	_	PRP	_	12	dobj	_	_
14	in	in	_	IN	_	15	case	_	_
15	flames	flame	_	NNS	_	12	nmod	_	_
16	.	.	_	.	_	4	punct	_	_

1	He	he	_	PRP	_	2	nsubj	_	_
2	tried	try	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	put	put	_	VB	_	2	xcomp	_	_
5	the	the	_	DT	_	6	det	_	_
6	fire	fire	_	NN	_	4	dobj	_	_
7	out	out	_	IN	_	8	advmod	_	_
8	unsuccessfully	unsuccessfully	_	RB	_	4	advmod	_	_
9	and	and	_	CC	_	4	cc	_	_
10	then	then	_	RB	_	12	advmod	_	_
11	quickly	quickly	_	RB	_	12	advmod	_	_
12	shut	shut	_	VBD	_	4	conj	_	_
13	the	the	_	DT	_	14	det	_	_
14	door	door	_	NN	_	12	dobj	_	_
15	to	to	_	TO	_	16	mark	_	_
16	keep	keep	_	VB	_	12	advcl	_	_
17	the	the	_	DT	_	18	det	_	_
18	fire	fire	_	NN	_	16	dobj	_	_
19	from	from	_	IN	_	20	case	_	_
20	spreading	spreading	_	NN	_	16	nmod	_	_
21	.	.	_	.	_	2	punct	_	_

1	I	I	_	PRP	_	2	nsubj	_	_
2	ran	run	_	VBD	_	0	root	_	_
3	and	and	_	CC	_	2	cc	_	_
4	got	get	_	VBD	_	2	conj	_	_
5	a	a	_	DT	_	7	det	_	_
6	fire	fire	_	NN	_	7	compound	_	_
7	extinguisher	extinguisher	_	NN	_	4	dobj	_	_
8	.	.	_	.	_	2	punct	_	_

1	He	he	_	PRP	_	2	nsubj	_	_
2	opened	open	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	oven	oven	_	NN	_	5	compound	_	_
5	door	door	_	NN	_	9	nsubj	_	_
6	and	and	_	CC	_	5	cc	_	_
7	the	the	_	DT	_	8	det	_	_
8	flames	flame	_	NNS	_	5	conj	_	_
9	shot	shoot	_	VBD	_	2	ccomp	_	_
10	all	all	_	PDT	_	12	det:predet	_	_
11	the	the	_	DT	_	12	det	_	_
12	way	way	_	NN	_	9	dobj	_	_
13	up	up	_	IN	_	16	case	_	_
14	to	to	_	TO	_	16	case	_	_
15	the	the	_	DT	_	16	det	_	_
16	ceiling	ceiling	_	NN	_	9	nmod	_	_
17	!!!	!!!	_	CD	_	16	nummod	_	_

1	Luckily	luckily	_	RB	_	5	advmod	_	_
2	the	the	_	DT	_	4	det	_	_
3	fire	fire	_	NN	_	4	compound	_	_
4	extinguisher	extinguisher	_	NN	_	5	nsubj	_	_
5	worked	work	_	VBD	_	0	root	_	_
6	but	but	_	CC	_	5	cc	_	_
7	our	we	_	PRP$	_	8	nmod:poss	_	_
8	stove	stove	_	NN	_	10	nsubj	_	_
9	was	be	_	VBD	_	10	cop	_	_
10	toast	toast	_	NN	_	5	conj	_	_
11	.	.	_	.	_	5	punct	_	_

1	Nothing	nothing	_	NN	_	3	nsubjpass	_	_
2	got	get	_	VBD	_	3	auxpass	_	_
3	damaged	damage	_	VBN	_	0	root	_	_
4	besides	besides	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	range	range	_	NN	_	3	nmod	_	_
7	but	but	_	CC	_	3	cc	_	_
8	it	it	_	PRP	_	9	nsubj	_	_
9	took	take	_	VBD	_	3	conj	_	_
10	days	day	_	NNS	_	9	dobj	_	_
11	of	of	_	IN	_	12	mark	_	_
12	airing	air	_	VBG	_	10	acl	_	_
13	the	the	_	DT	_	14	det	_	_
14	house	house	_	NN	_	12	dobj	_	_
15	out	out	_	IN	_	12	advmod	_	_
16	and	and	_	CC	_	15	cc	_	_
17	cleaning	cleaning	_	NN	_	15	conj	_	_
18	before	before	_	IN	_	22	mark	_	_
19	things	thing	_	NNS	_	22	nsubj	_	_
20	were	be	_	VBD	_	22	cop	_	_
21	100	100	_	CD	_	22	nummod	_	_
22	%	%	_	NN	_	12	advcl	_	_
23	back	back	_	RB	_	22	advmod	_	_
24	to	to	_	TO	_	25	case	_	_
25	normal	normal	_	JJ	_	22	advcl	_	_
26	.	.	_	.	_	3	punct	_	_

1	Since	since	_	IN	_	2	case	_	_
2	then	then	_	RB	_	6	nmod	_	_
3	we	we	_	PRP	_	6	nsubj	_	_
4	have	have	_	VBP	_	6	aux	_	_
5	been	be	_	VBN	_	6	aux	_	_
6	using	use	_	VBG	_	0	root	_	_
7	a	a	_	DT	_	9	det	_	_
8	plug-in	plug-in	_	JJ	_	9	amod	_	_
9	burner	burner	_	NN	_	6	dobj	_	_
10	,	,	_	,	_	9	punct	_	_
11	griddle	griddle	_	NN	_	9	conj	_	_
12	,	,	_	,	_	9	punct	_	_
13	and	and	_	CC	_	9	cc	_	_
14	counter	counter	_	RB	_	16	advmod	_	_
15	top	top	_	JJ	_	16	amod	_	_
16	oven	oven	_	NN	_	9	conj	_	_
17	.	.	_	.	_	6	punct	_	_

1	Not	not	_	RB	_	5	neg	_	_
2	exactly	exactly	_	RB	_	5	advmod	_	_
3	the	the	_	DT	_	5	det	_	_
4	most	most	_	RBS	_	5	advmod	_	_
5	convenient	convenient	_	JJ	_	0	root	_	_
6	but	but	_	CC	_	5	cc	_	_
7	so	so	_	RB	_	8	advmod	_	_
8	much	much	_	RB	_	9	advmod	_	_
9	better	better	_	JJR	_	5	conj	_	_
10	than	than	_	IN	_	11	case	_	_
11	nothing	nothing	_	NN	_	9	nmod	_	_
12	!!	!!	_	CD	_	11	nummod	_	_

1	Ca	ca	_	NN	_	3	nsubj	_	_
2	n't	not	_	RB	_	3	neg	_	_
3	wait	wait	_	VB	_	0	root	_	_
4	to	to	_	TO	_	5	mark	_	_
5	have	have	_	VB	_	3	xcomp	_	_
6	a	a	_	DT	_	8	det	_	_
7	real	real	_	JJ	_	8	amod	_	_
8	range	range	_	NN	_	5	dobj	_	_
9	again	again	_	RB	_	5	advmod	_	_
10	.	.	_	.	_	3	punct	_	_

","(ROOT (NP (NP (NNP Woohoo)) (NP (NN !!))))
(ROOT (S (S (VP (ADVP (RB So)) (VBN excited) (PP (IN about) (NP (PRP$ my) (JJ new) (NN range))))) (NP (PRP I)) (VP (VBD ordered) (ADVP (NP (DT a) (JJ few) (NNS days)) (RB ago))) (. .)))
(ROOT (S (ADVP (RB Seriously)) (, ,) (NP (PRP I)) (VP (MD can) (ADVP (RB hardly)) (VP (VB wait))) (. .)))
(ROOT (S (ADVP (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (NNS weeks)))) (IN ago)) (NP (PRP we)) (VP (VBD had) (NP (NP (DT a) (NN fire)) (PP (IN in) (NP (PRP$ our) (JJ old) (NN oven/range))))) (. .)))
(ROOT (S (S (NP (DT The) (NN oven)) (VP (VBD malfunctioned))) (: ...) (S (S (NP (PRP it)) (VP (VBD was) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (VP (VBG baking) (PP (IN at) (NP (CD 350) (NNS degrees)))))))))) (CC but) (S (ADVP (RB somehow)) (NP (NN broiler)) (VP (VP (VBD came) (PP (IN on))) (CC and) (VP (VBD got) (NP (JJ stuck) (NN ??))))))))
(ROOT (S (: ...) (NP (PRP$ my) (NN husband)) (VP (VP (VBD went) (S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NN batch)) (PP (IN of) (NP (NNS cookies)))))))) (CC and) (VP (VBD found) (NP (PRP them)) (PP (IN in) (NP (NNS flames))))) (. .)))
(ROOT (S (NP (PRP He)) (VP (VP (VBD tried) (S (VP (TO to) (VP (VB put) (NP (DT the) (NN fire)) (PRT (IN out)) (ADVP (RB unsuccessfully)))))) (CC and) (VP (ADVP (RB then)) (ADVP (RB quickly)) (VBD shut) (NP (DT the) (NN door)) (S (VP (TO to) (VP (VB keep) (NP (DT the) (NN fire)) (PP (IN from) (NP (NN spreading)))))))) (. .)))
(ROOT (S (NP (PRP I)) (VP (VP (VBD ran)) (CC and) (VP (VBD got) (NP (DT a) (NN fire) (NN extinguisher)))) (. .)))
(ROOT (S (NP (PRP He)) (VP (VBD opened) (SBAR (S (NP (NP (DT the) (NN oven) (NN door)) (CC and) (NP (DT the) (NNS flames))) (VP (VBD shot) (NP (PDT all) (DT the) (NN way)) (ADVP (IN up) (PP (TO to) (NP (DT the) (NN ceiling) (CD !!!))))))))))
(ROOT (S (ADVP (RB Luckily)) (NP (DT the) (NN fire) (NN extinguisher)) (VP (VBD worked) (SBAR (CC but) (S (NP (PRP$ our) (NN stove)) (VP (VBD was) (NP (NN toast)))))) (. .)))
(ROOT (S (S (NP (NN Nothing)) (VP (VBD got) (VP (VBN damaged) (PP (IN besides) (NP (DT the) (NN range)))))) (CC but) (S (NP (PRP it)) (VP (VBD took) (NP (NP (NNS days)) (PP (IN of) (S (VP (VBG airing) (NP (DT the) (NN house)) (ADVP (IN out)))))))) (CC and) (S (NP (NP (NN cleaning)) (PP (IN before) (NP (NNS things)))) (VP (VBD were) (ADVP (NP (CD 100) (NN %)) (RB back)) (PP (TO to) (ADJP (JJ normal))))) (. .)))
(ROOT (S (PP (IN Since) (NP (RB then))) (NP (PRP we)) (VP (VBP have) (VP (VBN been) (VP (VBG using) (NP (NP (DT a) (JJ plug-in) (NN burner)) (, ,) (NP (NN griddle)) (, ,) (CC and) (ADVP (RB counter) (NP (JJ top) (NN oven))))))) (. .)))
(ROOT (FRAG (NP (NP (RB Not) (RB exactly) (DT the)) (ADJP (ADJP (RBS most) (JJ convenient)) (CC but) (RB so) (ADJP (RB much) (JJR better)))) (PP (IN than) (NP (NN nothing) (CD !!)))))
(ROOT (S (NP (NN Ca)) (VP (RB n't) (VP (VB wait) (S (VP (TO to) (VP (VB have) (NP (DT a) (JJ real) (NN range)) (ADVP (RB again))))))) (. .)))
