difficulty,qid,sid,text,type,dep,par,answer
3	some	some	_	DT	_	4	det	_	_
4	net	net	_	NN	_	2	dobj	_	_
5	in	in	_	IN	_	8	mark	_	_
6	order	order	_	NN	_	5	mwe	_	_
7	to	to	_	TO	_	8	mark	_	_
8	catch	catch	_	VB	_	2	advcl	_	_
9	a	a	_	DT	_	11	det	_	_
10	big	big	_	JJ	_	11	amod	_	_
11	game	game	_	NN	_	8	dobj	_	_
12	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD spread) (NP (DT some) (NN net)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB catch) (NP (DT a) (JJ big) (NN game)))))))) (. ?))),the lion
Easy,fables-06-8,fables-06,Who entangled himself in the net?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	entangled	entangled	_	JJ	_	0	root	_	_
3	himself	himself	_	PRP	_	2	dobj	_	_
4	in	in	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	net	net	_	NN	_	2	nmod	_	_
7	?	?	_	.	_	2	punct	_	_",(ROOT (FRAG (WHNP (WP Who)) (ADVP (JJ entangled)) (PP (NP (PRP himself)) (PP (IN in) (NP (DT the) (NN net)))) (. ?))),the rope of the net
Easy,fables-06-9,fables-06,What did the mouse immediately begin gnawing?,Sch,"1	What	what	_	WP	_	6	dep	_	_
2	did	do	_	VBD	_	6	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	6	nsubj	_	_
5	immediately	immediately	_	RB	_	6	advmod	_	_
6	begin	begin	_	VB	_	0	root	_	_
7	gnawing	gnawing	_	NN	_	6	dobj	_	_
8	?	?	_	.	_	6	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN mouse)) (VP (ADVP (RB immediately)) (VB begin) (NP (NN gnawing)))) (. ?))),a mouse
Medium,fables-06-10,fables-06,What woke up the lion?,Story,"1	What	what	_	WDT	_	2	nsubj	_	_
2	woke	wake	_	VBD	_	0	root	_	_
3	up	up	_	RP	_	2	compound:prt	_	_
4	the	the	_	DT	_	5	det	_	_
5	lion	lion	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD woke) (PRT (RP up)) (NP (DT the) (NN lion)))) (. ?))),in order to catch a big game
Medium,fables-06-11,fables-06,Why did the trapper spread some net?,Sch,"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	trapper	trapper	_	NN	_	5	nsubj	_	_
5	spread	spread	_	VBD	_	0	root	_	_
6	some	some	_	DT	_	7	det	_	_
7	net	net	_	NN	_	5	dobj	_	_
8	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN trapper)) (VP (VBD spread) (NP (DT some) (NN net)))) (. ?))),the mouse
Medium,fables-06-12,fables-06,Who entreated the lion?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	entreated	entreat	_	VBN	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN entreated) (NP (DT the) (NN lion)))) (. ?))),the voice of the lion
Medium,fables-06-13,fables-06,What did the mouse recognize?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	5	nsubj	_	_
5	recognize	recognize	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN mouse)) (VP (VB recognize))) (. ?))),its teeth
Medium,fables-06-14,fables-06,What did the mouse recognise?,Story,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	5	nsubj	_	_
5	recognise	recognise	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN mouse)) (VP (VB recognise))) (. ?))),the lion
Medium,fables-06-15,fables-06,What were the ropes gnawed with?,Story,"1	What	what	_	WP	_	5	dobj	_	_
2	were	be	_	VBD	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	ropes	rope	_	NNS	_	5	nsubj	_	_
5	gnawed	gnaw	_	VBD	_	0	root	_	_
6	with	with	_	IN	_	5	nmod	_	_
7	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD were) (NP (NP (DT the) (NNS ropes)) (SBAR (S (VP (VBD gnawed) (PP (IN with))))))) (. ?))),the mouse
Hard,fables-06-16,fables-06,Who expressed mirth?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	expressed	express	_	VBD	_	0	root	_	_
3	mirth	mirth	_	NN	_	2	dobj	_	_
4	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD expressed) (NP (NN mirth)))) (. ?))),because he thought that the mouse is extremely not able to help him.
Hard,fables-06-17,fables-06,Who gnawed the bungee?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	gnawed	gnaw	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	bungee	bungee	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD gnawed) (NP (DT the) (NN bungee)))) (. ?))),the lion
Hard,fables-06-18,fables-06,Why did the king of beasts laugh?,Sch,"1	Why	why	_	WRB	_	0	root	_	_
2	did	do	_	VBD	_	1	dep	_	_
3	the	the	_	DT	_	4	det	_	_
4	king	king	_	NN	_	2	nsubj	_	_
5	of	of	_	IN	_	7	case	_	_
6	beasts	beast	_	NNS	_	7	compound	_	_
7	laugh	laugh	_	NN	_	4	nmod	_	_
8	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VP (VBD did) (NP (NP (DT the) (NN king)) (PP (IN of) (NP (NNS beasts) (NN laugh)))))) (. ?))),some net
Hard,fables-06-19,fables-06,Who entangled himself in the meshing?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	entangled	entangled	_	JJ	_	0	root	_	_
3	himself	himself	_	PRP	_	2	dobj	_	_
4	in	in	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	meshing	meshing	_	NN	_	2	nmod	_	_
7	?	?	_	.	_	2	punct	_	_",(ROOT (FRAG (WHNP (WP Who)) (ADVP (JJ entangled)) (PP (NP (PRP himself)) (PP (IN in) (NP (DT the) (NN meshing)))) (. ?))),He was waked up by a mouse running over his face | a mouse ran over his face | he was waked up
Hard,fables-06-20,fables-06,What did the hunter spread?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	hunter	hunter	_	NN	_	5	nsubj	_	_
5	spread	spread	_	NN	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NN hunter) (NN spread)))) (. ?))),The lion
Medium,fables-06-21,fables-06,What seized the mouse?,Sch,"1	What	what	_	WDT	_	2	nsubj	_	_
2	seized	seize	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD seized) (NP (DT the) (NN mouse)))) (. ?))),the mouse
Medium,fables-06-22,fables-06,What did the Lion seize the mouse with?,Sch,"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Lion	Lion	_	NNP	_	5	nsubj	_	_
5	seize	seize	_	VB	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	mouse	mouse	_	NN	_	5	dobj	_	_
8	with	with	_	IN	_	5	nmod	_	_
9	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NNP Lion)) (VP (VB seize) (NP (DT the) (NN mouse)) (PP (IN with)))) (. ?))),yes
Medium,fables-06-23,fables-06,What did it set to work to gnaw?,Story,"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	it	it	_	PRP	_	4	nsubj	_	_
4	set	set	_	VBD	_	0	root	_	_
5	to	to	_	TO	_	6	mark	_	_
6	work	work	_	VB	_	4	xcomp	_	_
7	to	to	_	TO	_	8	mark	_	_
8	gnaw	gnaw	_	VB	_	6	xcomp	_	_
9	?	?	_	.	_	4	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP it)) (VP (VBD set) (S (VP (TO to) (VP (VB work) (S (VP (TO to) (VP (VB gnaw))))))))) (. ?))),he let it go | he let the mouse go
Medium,fables-06-24,fables-06,What did it gnaw the ropes with?,Story,"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	it	it	_	PRP	_	4	nsubj	_	_
4	gnaw	gnaw	_	VB	_	0	root	_	_
5	the	the	_	DT	_	6	det	_	_
6	ropes	rope	_	NNS	_	4	dobj	_	_
7	with	with	_	IN	_	4	nmod	_	_
8	?	?	_	.	_	4	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP it)) (VP (VB gnaw) (NP (DT the) (NNS ropes)) (PP (IN with)))) (. ?))),he ran to the spot
Hard,fables-06-25,fables-06,Who would reward kindness?,Sch,"1	Who	who	_	WP	_	3	nsubj	_	_
2	would	would	_	MD	_	3	aux	_	_
3	reward	reward	_	VB	_	0	root	_	_
4	kindness	kindness	_	NN	_	3	dobj	_	_
5	?	?	_	.	_	3	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (MD would) (VP (VB reward) (NP (NN kindness))))) (. ?))),it set to work to gnaw the ropes with its teeth| set to work | gnawed the ropes with its teeth | gnawed the ropes
Hard,fables-06-26,fables-06,What did the mouse know?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	5	nsubj	_	_
5	know	know	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN mouse)) (VP (VB know))) (. ?))),a lion
Hard,fables-06-27,fables-06,What did the lion take with the paw of the lion?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	take	take	_	VB	_	0	root	_	_
6	with	with	_	IN	_	8	case	_	_
7	the	the	_	DT	_	8	det	_	_
8	paw	paw	_	NN	_	5	nmod	_	_
9	of	of	_	IN	_	11	case	_	_
10	the	the	_	DT	_	11	det	_	_
11	lion	lion	_	NN	_	8	nmod	_	_
12	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN lion)) (VP (VB take) (PP (IN with) (NP (NP (DT the) (NN paw)) (PP (IN of) (NP (DT the) (NN lion))))))) (. ?))),a mouse
Hard,fables-06-28,fables-06,Why did the lion wake up?,Sch,"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	wake	wake	_	NN	_	0	root	_	_
6	up	up	_	RB	_	5	compound:prt	_	_
7	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VP (VBD did) (NP (DT the) (NN lion) (NN wake)) (ADVP (RB up)))) (. ?))),the mouse
Hard,fables-06-29,fables-06,Where was the king of beasts resting?,Sch,"1	Where	where	_	WRB	_	2	advmod	_	_
2	was	be	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	king	king	_	NN	_	7	nsubj	_	_
5	of	of	_	IN	_	6	case	_	_
6	beasts	beast	_	NNS	_	4	nmod	_	_
7	resting	rest	_	VBG	_	2	dep	_	_
8	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (NP (DT the) (NN king)) (PP (IN of) (NP (NP (NNS beasts)) (VP (VBG resting)))))) (. ?))),in a lair
Hard,fables-06-30,fables-06,Where did the rodent run into?,Sch,"1	Where	where	_	WRB	_	0	root	_	_
2	did	do	_	VBD	_	1	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	rodent	rodent	_	JJ	_	5	amod	_	_
5	run	run	_	NN	_	2	dobj	_	_
6	into	into	_	IN	_	5	acl	_	_
7	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VP (VBD did) (NP (DT the) (JJ rodent) (NN run)) (PP (IN into)))) (. ?))),the face of the lion
Easy,blogs-03-1,blogs-03,What was Louisiana adversely affected by?,Story,"1	What	what	_	WP	_	5	dobj	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	Louisiana	Louisiana	_	NNP	_	5	nsubj	_	_
4	adversely	adversely	_	RB	_	5	advmod	_	_
5	affected	affect	_	VBN	_	0	root	_	_
6	by	by	_	IN	_	5	nmod	_	_
7	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (NP (NNP Louisiana)) (VP (ADVP (RB adversely)) (VBN affected) (PP (IN by)))) (. ?))),Hurricane Gustav
Easy,blogs-03-2,blogs-03,"What rolled in on Monday, September 1, in the morning?",Story,"1	What	what	_	WDT	_	2	nsubj	_	_
2	rolled	roll	_	VBD	_	0	root	_	_
3	in	in	_	IN	_	2	compound:prt	_	_
4	on	on	_	IN	_	5	case	_	_
5	Monday	Monday	_	NNP	_	2	nmod	_	_
6	,	,	_	,	_	2	punct	_	_
7	September	September	_	NNP	_	2	nmod:tmod	_	_
8	1	1	_	CD	_	7	nummod	_	_
9	,	,	_	,	_	2	punct	_	_
10	in	in	_	IN	_	12	case	_	_
11	the	the	_	DT	_	12	det	_	_
12	morning	morning	_	NN	_	2	nmod	_	_
13	?	?	_	.	_	2	punct	_	_","(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD rolled) (PP (IN in) (PP (IN on) (NP (NP (NNP Monday)) (, ,) (NP (NNP September) (CD 1)) (, ,)))) (PP (IN in) (NP (DT the) (NN morning))))) (. ?)))",the storm
Easy,blogs-03-3,blogs-03,What started kicking up?,Story,"1	What	what	_	WDT	_	2	nsubj	_	_
2	started	start	_	VBD	_	0	root	_	_
3	kicking	kick	_	VBG	_	2	xcomp	_	_
4	up	up	_	RP	_	3	compound:prt	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD started) (S (VP (VBG kicking) (PRT (RP up)))))) (. ?))),winds
Easy,blogs-03-4,blogs-03,Who came to Baton Rouge yesterday to assess the damage?,Story,"1	Who	who	_	WP	_	2	nsubj	_	_
2	came	come	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	5	case	_	_
4	Baton	Baton	_	NNP	_	5	compound	_	_
5	Rouge	Rouge	_	NNP	_	2	nmod	_	_
6	yesterday	yesterday	_	NN	_	2	nmod:tmod	_	_
7	to	to	_	TO	_	8	mark	_	_
8	assess	assess	_	VB	_	2	xcomp	_	_
9	the	the	_	DT	_	10	det	_	_
10	damage	damage	_	NN	_	8	dobj	_	_
11	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD came) (PP (TO to) (NP (NNP Baton) (NNP Rouge))) (NP-TMP (NN yesterday)) (S (VP (TO to) (VP (VB assess) (NP (DT the) (NN damage))))))) (. ?))),President Bush
Easy,blogs-03-5,blogs-03,Where was the storm occurring?,Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	was	be	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	storm	storm	_	NN	_	5	nsubj	_	_
5	occurring	occur	_	VBG	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (DT the) (NN storm)) (VP (VBG occurring))) (. ?))),in Louisiana | Louisiana
Easy,blogs-03-6,blogs-03,Where did the narrator go back to in order to purchase a portable generator?,Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	go	go	_	VB	_	0	root	_	_
6	back	back	_	RB	_	5	advmod	_	_
7	to	to	_	TO	_	11	mark	_	_
8	in	in	_	IN	_	11	mark	_	_
9	order	order	_	NN	_	8	mwe	_	_
10	to	to	_	TO	_	11	mark	_	_
11	purchase	purchase	_	VB	_	6	advcl	_	_
12	a	a	_	DT	_	14	det	_	_
13	portable	portable	_	JJ	_	14	amod	_	_
14	generator	generator	_	NN	_	11	dobj	_	_
15	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB go) (ADVP (RB back)) (PP (TO to)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB purchase) (NP (DT a) (JJ portable) (NN generator)))))))) (. ?))),a store named Home Depot | Home Depot
Easy,blogs-03-7,blogs-03,What did the area of a neighborhood of the narrator have?,Sch,"1	What	what	_	WP	_	11	dobj	_	_
2	did	do	_	VBD	_	11	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	area	area	_	NN	_	11	nsubj	_	_
5	of	of	_	IN	_	7	case	_	_
6	a	a	_	DT	_	7	det	_	_
7	neighborhood	neighborhood	_	NN	_	4	nmod	_	_
8	of	of	_	IN	_	10	case	_	_
9	the	the	_	DT	_	10	det	_	_
10	narrator	narrator	_	NN	_	7	nmod	_	_
11	have	have	_	VB	_	0	root	_	_
12	?	?	_	.	_	11	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NP (DT a) (NN neighborhood)) (PP (IN of) (NP (DT the) (NN narrator)))))) (VP (VB have))) (. ?))),a large group of pine trees and had a group of oak trees
Easy,blogs-03-8,blogs-03,Why did the narrator begin to be nervous?,Sch,"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	begin	begin	_	VB	_	0	root	_	_
6	to	to	_	TO	_	8	mark	_	_
7	be	be	_	VB	_	8	cop	_	_
8	nervous	nervous	_	JJ	_	5	xcomp	_	_
9	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB begin) (S (VP (TO to) (VP (VB be) (ADJP (JJ nervous))))))) (. ?))),because it owned a group of trees and near the house of the narrator
Easy,blogs-03-9,blogs-03,Where did the narrator bring the family of the narrator to?,Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	bring	bring	_	VB	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	family	family	_	NN	_	5	dobj	_	_
8	of	of	_	IN	_	10	case	_	_
9	the	the	_	DT	_	10	det	_	_
10	narrator	narrator	_	NN	_	7	nmod	_	_
11	to	to	_	TO	_	5	nmod	_	_
12	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB bring) (NP (NP (DT the) (NN family)) (PP (IN of) (NP (DT the) (NN narrator)))) (PP (TO to)))) (. ?))),the house of the parent of the narrator
Medium,blogs-03-10,blogs-03,Who filled the container of some gasoline?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	filled	fill	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	container	container	_	NN	_	2	dobj	_	_
5	of	of	_	IN	_	7	case	_	_
6	some	some	_	DT	_	7	det	_	_
7	gasoline	gasoline	_	NN	_	4	nmod	_	_
8	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD filled) (NP (NP (DT the) (NN container)) (PP (IN of) (NP (DT some) (NN gasoline)))))) (. ?))),the narrator
Medium,blogs-03-11,blogs-03,Who had a group of oak trees?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	had	have	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	4	det	_	_
4	group	group	_	NN	_	2	dobj	_	_
5	of	of	_	IN	_	7	case	_	_
6	oak	oak	_	NN	_	7	compound	_	_
7	trees	tree	_	NNS	_	4	nmod	_	_
8	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD had) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NN oak) (NNS trees)))))) (. ?))),an area of a neighborhood of the narrator
Medium,blogs-03-12,blogs-03,What fell on the yard of a neighbor?,Sch,"1	What	what	_	WDT	_	2	nsubj	_	_
2	fell	fall	_	VBD	_	0	root	_	_
3	on	on	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	yard	yard	_	NN	_	2	nmod	_	_
6	of	of	_	IN	_	8	case	_	_
7	a	a	_	DT	_	8	det	_	_
8	neighbor	neighbor	_	NN	_	5	nmod	_	_
9	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD fell) (PP (IN on) (NP (NP (DT the) (NN yard)) (PP (IN of) (NP (DT a) (NN neighbor))))))) (. ?))),the tree
Medium,blogs-03-13,blogs-03,Who watched a large tree?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	watched	watch	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	5	det	_	_
4	large	large	_	JJ	_	5	amod	_	_
5	tree	tree	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD watched) (NP (DT a) (JJ large) (NN tree)))) (. ?))),the narrator
Medium,blogs-03-14,blogs-03,What did the first tree fall onto?,Sch,"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	nsubj	_	_
3	the	the	_	DT	_	6	det	_	_
4	first	first	_	JJ	_	6	amod	_	_
5	tree	tree	_	NN	_	6	compound	_	_
6	fall	fall	_	NN	_	2	dobj	_	_
7	onto	onto	_	IN	_	6	advmod	_	_
8	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (JJ first) (NN tree) (NN fall)) (PP (IN onto)))) (. ?))),a RV of the neighbor
